Wall time,Step,Value
1731517824.325154,0,0.4338727593421936
1731517841.318061,1,0.7795145511627197
1731517859.08418,2,0.8873482942581177
1731517878.538232,3,0.9353070855140686
1731517897.970429,4,0.9538801312446594
1731517917.04935,5,0.9616035223007202
1731517936.859105,6,0.9716439843177795
1731517956.236855,7,0.969878613948822
1731517975.842658,8,0.9746230244636536
1731517996.001976,9,0.9791099429130554
1731518018.902168,10,0.9773814082145691
1731518041.929364,11,0.9820889830589294
1731518062.053812,12,0.9831555485725403
1731518081.541112,13,0.9793306589126587
1731518100.50501,14,0.982420027256012
1731518123.07144,15,0.9820154309272766
1731518142.294915,16,0.9844796061515808
1731518161.54058,17,0.9858771562576294
1731518180.628957,18,0.9856564998626709
1731518202.641204,19,0.987274706363678
1731518225.553058,20,0.9858771562576294
1731518244.960754,21,0.9852151274681091
1731518264.432511,22,0.9848841428756714
1731518283.688753,23,0.9866127371788025
1731518303.154719,24,0.9874586462974548
1731518323.18875,25,0.9880102872848511
1731518342.863824,26,0.986392080783844
1731518362.447502,27,0.9895182251930237
1731518381.548074,28,0.9884516596794128
1731518400.372927,29,0.9879735112190247
1731518419.281538,30,0.9889665246009827
1731518438.539394,31,0.989260733127594
1731518457.915578,32,0.988819420337677
1731518477.390158,33,0.9898859858512878
1731518496.910018,34,0.9872011542320251
1731518516.229156,35,0.98837810754776
1731518535.717077,36,0.9878999590873718
1731518555.284037,37,0.989371120929718
1731518574.558274,38,0.992791473865509
1731518593.712929,39,0.9904744625091553
1731518613.028618,40,0.9909157752990723
1731518632.17987,41,0.9881941676139832
1731518651.520745,42,0.990805447101593
1731518670.572841,43,0.9901434183120728
1731518689.595227,44,0.9905480146408081
1731518708.690038,45,0.9906951189041138
1731518727.654357,46,0.9921294450759888
1731518747.349651,47,0.9900330901145935
1731518766.996523,48,0.9908789992332458
1731518786.650006,49,0.99124675989151
1731518806.276015,50,0.9923133254051208
1731518825.666902,51,0.9920558929443359
1731518844.987944,52,0.9905480146408081
1731518864.390218,53,0.9917249083518982
1731518883.725411,54,0.9918720126152039
1731518903.696876,55,0.9934167265892029
1731518924.455089,56,0.9911364316940308
1731518946.008507,57,0.9920558929443359
1731518967.152097,58,0.9915778040885925
1731518987.530081,59,0.992239773273468
1731519008.369573,60,0.9930271506309509
1731519028.621124,61,0.9937477111816406
1731519048.626586,62,0.9923501014709473
1731519068.365521,63,0.9909893274307251
1731519087.598492,64,0.9941890239715576
1731519106.672872,65,0.9940051436424255
1731519125.14193,66,0.9933063387870789
1731519143.646175,67,0.9924604892730713
1731519162.188169,68,0.9923133254051208
1731519181.084575,69,0.9921662211418152
1731519199.957864,70,0.9931224584579468
1731519218.628252,71,0.9924237132072449
1731519238.416183,72,0.994041919708252
1731519258.230895,73,0.9931960105895996
1731519278.0436,74,0.9929385781288147
1731519297.101865,75,0.9939683675765991
1731519316.159869,76,0.9940786957740784
1731519334.765586,77,0.9924972653388977
1731519353.296141,78,0.9931960105895996
1731519371.99647,79,0.993048906326294
1731519390.806285,80,0.9932695627212524
1731519409.38892,81,0.9924972653388977
1731519428.115759,82,0.9935638308525085
1731519446.789782,83,0.9928650259971619
1731519465.674534,84,0.9944096803665161
1731519484.033983,85,0.9941154718399048
1731519502.702764,86,0.9936741590499878
1731519521.30089,87,0.9943729043006897
1731519540.135887,88,0.9943729043006897
1731519559.375767,89,0.9939683675765991
1731519578.620365,90,0.9933063387870789
1731519597.407082,91,0.9946303963661194
1731519617.447859,92,0.9940051436424255
1731519637.938502,93,0.9920558929443359
1731519657.68805,94,0.9940493702888489
1731519676.882483,95,0.9952923655509949
1731519695.869877,96,0.994593620300293
1731519714.879316,97,0.993600606918335
1731519733.879715,98,0.99503493309021
1731519752.762994,99,0.9960647225379944
